Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
I. Gudiño,Tauro,Tauro,"RCMF, LCMF, RDMF",24,1662,1,1.7,0,0.75,Panama,7.58,5.36,68.69,2.44,46.67,0,0,0.43,3.9,5.54,0.7,2,0.11,0,0,0.81,0.05,1,0.05,0.09,0,0,11,0.6,18.18,9.091,0,0.32,33.33,1.03,52.63,4.82,51.69,0.76,0.65,0.27,23.83,0.32,0.7,38.45,78.17,16.95,64.54,3.63,94.03,12.24,88.94,5.14,50.53,19.4,37.45,0.04,0.54,0,0,0.22,25,0.16,7.42,59.12,1.19,36.36,0.43,37.5,0.22,0.16,7.04,70,0,,0,,0,0,0,0,,,0.38,,
Sergio Ramírez,Independiente,Independiente,"RCB, RB",28,1662,0,0.76,0,0.08,Panama,8.61,6.82,70.63,5.09,63.83,0,0,0.27,3.79,5.77,1.08,3,0.16,0,0,0.27,0,0,0,0.04,0,0,10,0.54,30,0,0,0.11,50,0.11,50,1.46,55.56,0.43,0.81,0,23.45,0.38,0.7,35.85,86.25,18.19,77.38,1.84,97.06,13.54,96.8,5.42,55,23.36,40.41,0,0.11,0,0.05,0,0,0.05,6.66,69.92,0.7,38.46,0.76,21.43,0.11,0.05,9.21,80.59,0,,0,,0,0,0,0,,,1.35,,
J. Harrison,Árabe Unido,Árabe Unido,"RB, LB",21,1657,0,0.94,2,0.98,Panama,10.7,9.12,69.05,2.99,45.45,0.38,0.55,0.11,4.02,5.77,0.76,3,0.16,0,0,1.09,0,0,0,0.05,0,0,10,0.54,50,0,0.11,1.63,26.67,0.87,43.75,3.48,32.81,0.92,0.98,0.05,16.02,0.81,1.14,26.18,73.65,12.98,68.2,3.15,86.21,6.95,78.13,4.62,50.59,20.53,35.82,0.05,0.33,0,0,0,0,0.22,4.4,67.9,1.52,28.57,0.16,33.33,0.27,0.43,7.33,67.41,0,,0,,0,0,0,0,,,0.16,,
E. Góndola,San Francisco,San Francisco,RCB,32,1643,0,0.23,2,0.33,Panama,8.27,4.77,57.47,3.72,55.88,0.11,0.17,0.49,5.42,8.53,0.99,5,0.27,0,0,0.11,0,0,0,0.01,0,0,2,0.11,0,0,0.11,0.11,100,0,0,0.77,28.57,0.49,0.27,0,19.88,0.27,0.16,33.52,85.13,17.53,77.81,2.68,100,11.01,93.03,8.65,68.35,23.08,35.69,0.02,0.11,0,0,0,0,0.05,3.62,66.67,0.27,40,0.16,66.67,0.11,0.11,8.16,73.15,0,,0,,0,0,0,0,,,2.3,,
E. Carrasquilla,San Francisco,San Francisco,"RCMF, RDMF",23,1641,0,0.89,0,0.52,Panama,7.57,6.03,68.18,2.03,48.65,0.05,0.08,0.05,3.4,5.2,1.43,4,0.22,0,0,0.99,0,0,0,0.05,0,0,15,0.82,26.67,0,0,0.6,18.18,1.32,50,5.43,46.46,0.66,1.81,0.16,28.85,1.1,1.37,39.27,86.03,13,75.53,6.25,92.98,15.14,91.67,3.24,37.29,19.03,35.02,0.03,0.38,0.11,0,0.05,0,0.16,6.47,71.19,1.32,33.33,0.49,0,0.33,0.16,5.87,75.7,0,,0,,0,0,0,0,,,0.71,,
J. Jones,Plaza Amador,Plaza Amador,"LB, LCB",20,1636,0,0.61,0,0.54,Panama,9.63,6,66.97,2.92,47.17,0.44,0.74,0.17,5.17,8.73,0.88,2,0.11,0,0,0.99,0,0,0,0.03,0,0,10,0.55,40,0,0,1.05,31.58,0.72,53.85,2.75,56,0.77,1.38,0.06,28.28,0.99,1.21,43.35,79.57,21.62,71.76,2.26,87.8,14.85,88.52,9.46,54.65,23.63,41.86,0.03,0.17,0.06,0,0.11,50,0.06,7.59,65.22,1.27,34.78,0.55,30,0.33,0.28,11.83,73.95,0,,0,,0,0,0,0,,,0.83,,
R. Perdomo,Alianza,Alianza,"LCB, RB, LB",24,1634,3,1.61,0,0.24,Panama,10.19,6.17,75.89,6.17,60.71,0.11,0.14,0.5,5.4,7.1,0.94,2,0.11,0,0,1.71,0.17,2,0.11,0.09,2,0.11,21,1.16,38.1,14.286,0,0.77,21.43,1.43,76.92,5.29,53.13,0.77,0.99,0.11,10.91,0.5,1.21,26.27,70.23,14.32,60,1.98,91.67,7.66,82.73,6.94,50.79,24.66,39.26,0.01,0.28,0,0,0.11,0,0,6.17,53.57,1.98,30.56,1.1,25,0.66,0.17,7.71,70.71,0,,0,,0,0,0,0,,,0.39,,
A. Mendoza,Alianza,Alianza,RB,23,1625,0,1.41,0,0.62,Panama,12.46,9.8,71.75,3.88,60,0.39,0.51,0.22,5.04,6.58,1.05,5,0.28,0,0,0.89,0,0,0,0.08,0,0,16,0.89,25,0,0,0.83,20,0.61,72.73,3.05,41.82,0.78,0.17,0,14.68,1.11,0.55,25.86,66.17,14.29,57.36,2.33,85.71,6.2,80.36,5.7,40.78,21.96,36.38,0.03,0.5,0.06,0,0.11,50,0.22,5.65,50.98,1.33,45.83,0.66,33.33,0.66,0.22,6.92,67.2,0,,0,,0,0,0,0,,,0.11,,
Orman Davis,Independiente,Independiente,"LCB, LB",22,1611,1,0.71,0,0.5,Panama,10,6.76,71.9,3.91,50,0,0,0.73,5.14,8.05,0.89,3,0.17,0,0,0.39,0.06,1,0.06,0.04,0,0,4,0.22,50,25,0,0.39,28.57,0.11,100,1.28,56.52,0.45,0.73,0.06,27.43,0.61,0.67,44.53,83.69,21.73,72.24,3.02,98.15,17.21,95.78,7.71,48.55,23.16,38.84,0.03,0.17,0,0.06,0.06,100,0.11,6.48,62.93,1.12,20,0.39,14.29,0.22,0.11,9.78,70.86,0,,0,,0,0,0,0,,,2.46,,
Aymar Cundumí,Sporting San Miguelito,Sporting San Miguelito,LCB,20,1610,0,0.01,0,0.02,Panama,8.27,5.59,71,2.57,65.22,0.28,0.42,0.34,4.02,6.07,0.78,1,0.06,0,0,0.06,0,0,0,0,0,0,1,0.06,0,0,0,0.11,50,0,0,1.45,26.92,0.06,0.28,0.06,18.45,0.28,0.39,33.09,81.93,15.2,68.38,2.35,97.62,12.24,95.43,6.15,52.73,21.63,34.95,0,0.06,0,0.06,0,0,0,4.08,54.79,0.39,14.29,0.34,16.67,0.06,0.06,6.82,59.84,0,,0,,0,0,0,0,,,1.68,,
