Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
T. Drexler,Salzburg,Nürnberg,RB,20,914,0,0.55,0,0.59,Germany,9.55,7.98,66.67,0.89,33.33,0.3,0.37,0.39,3.94,4.98,0.89,1,0.1,0,0,1.67,0,0,0,0.05,0,0,8,0.79,12.5,0,0,1.48,33.33,1.87,52.63,3.15,46.88,1.77,1.08,0.1,26.39,0.69,0.69,37.12,72.68,17.82,62.43,6.01,88.52,8.17,83.13,6.11,40.32,20.25,32.27,0.06,0.39,0,0,0.1,100,0.2,6.3,51.56,1.58,31.25,0.69,42.86,0.39,0.49,7.98,65.43,0,,0,,0,0,0,0,,,1.48,,
M. Dietz,Greuther Fürth,Greuther Fürth,"RCMF, RCB, RDMF",24,1586,0,0.7,0,0.03,United States,7.66,4.82,62.35,1.42,40,0.06,0.07,0.45,4.6,6.01,0.74,5,0.28,1,0.06,0.17,0,0,0,0.04,0,0,4,0.23,25,0,0,0.4,28.57,0.06,0,0.96,17.65,0.17,0.17,0,29.62,0,0.4,42.11,89.49,15.95,79.36,5.45,98.96,16.4,95.5,3.8,56.72,18.16,36.71,0,0.17,0,0.06,0.11,0,0,5.73,74.26,0.85,26.67,0.28,0,0.11,0.11,7.09,81.6,0,,0,,0,0,0,0,,,1.99,,
R. Knoche,Arminia Bielefeld,Arminia Bielefeld,"LCB, CB",33,1117,2,1.86,0,0.14,Germany,6.61,2.66,75.76,4.67,60.34,0,0,0.73,4.59,6.36,0.4,0,0,0,0,0.73,0.16,1,0.08,0.15,1,0.08,7,0.56,85.71,28.571,0,0.48,16.67,0.32,50,0.81,40,0.89,0.73,0,27.56,0.24,0.32,43.91,90.28,16.6,80.1,2.58,100,21.59,97.39,5.08,66.67,20.34,27.63,0.01,0.56,0,0,0,0,0,3.79,70.21,0.32,50,0.08,0,0.08,0.08,7.49,74.19,0,,0,,0,0,0,0,,,1.69,,
T. Ernst,Hertha BSC,Hertha BSC,GK,23,2605,0,0,0,0,Germany,1,0.03,0,0.38,81.82,0,0,0,1,1.31,0.03,2,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.48,0.24,0.03,26.12,89.68,11.85,80.17,0,0,12.89,98.39,7.08,68.29,27.52,44.38,0,0,0,0.03,0,0,0,1,37.93,0,0,0,0,0,0,5.77,71.86,33,1.14,119,4.11,10,72.27,36.6,1.26,3.6,0.124,0,1.07,0.38
M. Dárdai,Hertha BSC,Hertha BSC,LCB,24,2089,0,0.82,0,0.11,Germany,8.1,4.7,64.22,3.49,59.26,0.26,0.34,0.78,4.83,6.4,0.56,2,0.09,0,0,0.26,0,0,0,0.04,0,0,7,0.3,28.57,0,0,0.17,25,0.17,75,0.86,80,0.56,1.29,0.04,34.85,0.22,0.6,48.81,85.79,20.85,75.41,2.76,92.19,22.1,95.32,7.07,53.05,21.85,38.52,0,0.13,0.04,0.04,0.04,0,0.04,6.29,65.75,0.82,36.84,0.43,30,0.22,0.04,9.87,72.49,0,,0,,0,0,0,0,,,1.68,,
F. Nürnberger,Darmstadt 98,Darmstadt 98,LB,26,1219,2,1.96,2,2.03,Bulgaria,7.31,5.09,55.07,1.7,43.48,0.15,0.22,0.44,4.36,6.58,0.81,1,0.07,0,0,2.07,0.15,2,0.15,0.14,0,0,18,1.33,50,11.111,0.15,2.21,46.67,0.81,45.45,2.73,43.24,1.03,0.96,0.15,32.41,3.77,0.66,41.05,84.71,9.52,70.54,11.44,97.42,13.66,85.95,3.17,62.79,17.81,32.68,0.15,1.33,0,0,0.07,0,0.22,3.54,64.58,2.73,59.46,0.3,25,0.89,0.89,6.5,81.82,0,,0,,0,0,0,0,,,0.74,,
C. Riedel,Espanyol,Darmstadt 98,RB,22,182,0,0.21,0,0.06,Germany,8.41,7.42,60,0,0,0.49,0.73,0,3.46,5.12,1.48,0,0,0,0,0.49,0,0,0,0.1,0,0,1,0.49,0,0,0,1.48,33.33,0,0,2.97,50,1.98,0.99,0,38.08,3.96,1.48,45.49,81.52,12.36,64,8.41,94.12,19.29,92.31,4.95,50,21.19,41.88,0.03,0.49,0.49,0,0.49,0,0,6.43,69.23,1.98,25,1.48,0,0,0.49,12.36,84,0,,0,,0,0,0,0,,,0.49,,
K. Vogt,Bochum,Bochum,"CB, RCB, LCB",34,663,0,0.76,0,0.01,Germany,7.74,4.75,60,3.26,62.5,0,0,1.22,4.89,7.01,0.95,3,0.41,0,0,0.27,0,0,0,0.1,0,0,1,0.14,100,0,0,0.14,100,0,0,1.09,25,0.41,0.95,0.14,38.28,0.27,0.54,52.53,93.28,14.93,81.82,2.85,95.24,31.09,99.13,4.21,70.97,22.24,34.11,0,0.14,0,0,0,0,0,4.89,86.11,0.27,100,0.41,66.67,0.27,0.14,6.79,76,0,,0,,0,0,0,0,,,2.17,,
J. Brooks,Hertha BSC,Hertha BSC,CB,33,7,0,0,0,0,Germany,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,22.37,0,,,,,,,,,,,,,,,,,,0,,0,,0,0,0,,,,,,
T. Becker,Schalke 04,Schalke 04,"RB, RCB",29,1542,0,1.09,0,1,Germany,9.92,7.59,70,4.55,52.56,0.12,0.16,0.29,4.49,6.33,0.93,4,0.23,0,0,1.05,0,0,0,0.06,0,0,10,0.58,40,0,0,1.4,41.67,0.47,50,2.04,34.29,1.23,0.35,0.06,17.28,0.29,0.35,31.46,73.84,14.82,63.39,3.5,91.67,10.1,83.82,5.84,44,19.55,33.12,0.06,0.29,0.12,0,0,0,0.18,4.67,51.25,1.87,37.5,0.29,40,0.47,0.53,7,67.5,0,,0,,0,0,0,0,,,0.99,,
