Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
M. Maidana,Deportivo Táchira,Deportivo Táchira,LCB,35,2131,0,1.07,0,0.26,Argentina,6.97,4.27,73.27,3.46,62.2,0.38,0.58,0.25,3.46,5.26,0.68,6,0.25,0,0,0.13,0,0,0,0.05,0,0,5,0.21,0,0,0,0.17,25,0.17,50,1.1,50,0.46,0.3,0,31.3,0.51,0.51,44.13,89.57,20.57,82.96,2.2,98.08,17.82,96.21,6,63.38,22.17,40.67,0.01,0.17,0,0,0,0,0,4.94,74.36,0.38,33.33,0.21,0,0.17,0.08,9.88,76.5,0,,0,,0,0,0,0,,,1.31,,
K. Lamadrid,Deportivo La Guaira,Deportivo La Guaira,"LW, LWF, LCMF",21,2125,7,3.4,4,1.88,Venezuela,4.83,4.49,67.92,1.65,41.03,0,0,0.08,1.78,2.75,0.68,2,0.08,0,0,3.35,0.3,7,0.3,0.14,1,0.04,38,1.61,50,18.421,0.17,1.57,27.03,3.01,64.79,11.94,43.97,2.33,2.96,0.51,21.98,1.52,1.61,30.32,83.8,8.85,75.6,5.93,96.43,8.56,83.66,1.65,64.1,15.99,25.94,0.08,0.97,0.04,0.25,0.25,66.67,0.3,3.6,85.88,2.96,57.14,0.21,60,1.57,0.42,4.15,80.61,0,,0,,0,0,0,0,,,0,,
L. Terán,Metropolitanos,Metropolitanos,GK,32,2104,0,0,2,0,Venezuela,1.37,0.09,0,0.21,40,0,0,0,1.37,1.76,0,2,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0.17,75,0,0,0,8.98,0.13,0.13,16.43,80.99,8.81,66.5,0,0,6.93,97.53,5.35,48,32.57,50.36,0,0,0,0,0,0,0.04,2.05,39.58,0.26,16.67,0.09,50,0.04,0,3.55,63.86,35,1.5,95,4.06,1,63.16,29.9,1.28,-5.1,-0.218,0,1.37,0.21
K. Silva,UCV,UCV,RB,31,2098,4,2.75,1,1.24,Venezuela,8.97,5.83,69.85,2.06,64.58,0.43,0.6,0.21,4.46,6.24,0.69,4,0.17,1,0.04,2.96,0.17,4,0.17,0.12,1,0.04,22,0.94,27.27,18.182,0.04,3.17,31.08,2.06,83.33,4.29,64,1.16,1.2,0.09,20.03,1.63,0.6,30.59,77.56,12.91,75.75,3.6,92.86,9.14,76.53,5.1,63.87,21.35,38.15,0.05,0.69,0,0,0,0,0.3,5.32,75,2.92,36.76,0.21,60,0.39,1.03,8.54,82.41,0,,0,,0,0,0,0,,,0.64,,
L. Aponte,Carabobo,Carabobo,"RCB, LCB",31,2093,0,1.2,0,0,Venezuela,6.88,3.27,75,4,55.91,0.13,0.18,0.43,4.3,6.02,0.52,2,0.09,0,0,0.17,0,0,0,0.05,0,0,8,0.34,25,0,0,0.09,0,0.13,66.67,0.47,54.55,0.77,0.17,0,23.61,0.17,0.3,35.48,87.27,14.96,78.45,1.63,89.47,14.92,96.54,5.16,57.5,20.92,35.75,0,0,0,0.04,0,0,0.04,4.86,61.95,0.47,63.64,0.52,41.67,0.26,0,6.24,72.41,0,,0,,0,0,0,0,,,0.86,,
C. Ortiz,UCV,UCV,CF,39,2084,6,4.32,2,0.37,Venezuela,2.68,1.43,45.45,9.46,37.9,0.3,0.43,0.09,1.73,2.43,1.08,4,0.17,1,0.04,0.82,0.26,5,0.22,0.19,3,0.13,26,1.12,50,23.077,0.09,0.17,0,0.56,46.15,3.67,29.41,2.25,0.35,0,5.92,0.82,1.04,8.94,77.29,1.81,61.9,2.38,96.36,2.76,67.19,0.3,42.86,15.48,7.11,0.02,0.35,0,0,0,0,0.09,0.69,62.5,0.48,54.55,0,0,0.43,0,0.6,78.57,0,,0,,0,0,0,0,,,0,,
A. López,Portuguesa,Portuguesa,"LAMF, AMF, CF",26,2049,9,9.06,1,1.37,Venezuela,2.94,3.43,51.28,2.11,27.08,0.26,0.41,0.04,0.92,1.44,1.58,7,0.31,0,0,4.17,0.4,6,0.26,0.4,1,0.04,71,3.12,50.7,12.676,0.04,1.98,22.22,5.14,40.17,16.69,33.42,2.24,2.94,0.35,20.42,1.54,3.03,25.17,71.03,7.34,64.67,4.08,90.32,8.87,69.31,2.99,48.53,19.46,31.55,0.06,0.92,0,0.04,0.26,33.33,0.31,4.96,60.18,2.77,34.92,0.88,35,0.66,0.26,3.91,86.52,0,,0,,0,0,0,0,,,0,,
K. De La Hoz,Portuguesa,Portuguesa,"RCB, RB, LCB",27,2043,0,0.37,0,0.16,Venezuela,6.74,3.08,65.71,2.33,50.94,0.26,0.39,0.57,4.45,6.59,0.35,3,0.13,1,0.04,0.53,0,0,0,0.02,0,0,4,0.18,0,0,0,1.01,26.09,0.44,60,1.85,30.95,0.53,0.62,0.09,19.78,0.53,0.44,30.7,81.78,13.52,71.66,2.73,93.55,11.89,88.89,4.45,47.52,22.21,37.29,0.01,0.13,0,0,0.04,0,0.04,4.14,58.51,0.88,20,0.31,14.29,0,0.31,5.51,69.6,0,,0,,0,0,0,0,,,1.06,,
A. Gonzalez,UCV,UCV,"RCMF, RDMF, LCMF",30,2033,0,0.08,0,0.46,Panama,6.86,6.06,54.74,0.97,50,0.22,0.3,0.13,3.32,4.44,1.37,7,0.31,1,0.04,0.62,0,0,0,0,0,0,6,0.27,16.67,0,0,0.97,18.18,0.53,75,3.23,45.21,0.27,0.49,0,24.84,0.31,1.06,37.23,83.47,12.75,72.92,4.69,97.17,14.43,88.04,3.81,45.35,19.14,31.06,0.02,0.44,0,0.04,0,0,0.13,5.8,67.18,1.68,31.58,0.49,27.27,0.27,0.27,5.4,75.41,0,,0,,0,0,0,0,,,0.58,,
J. Camacaro,Rayo Zuliano,Rayo Zuliano,GK,23,2032,0,0,0,0,Venezuela,1.37,0,0,0.49,100,0,0,0,1.37,1.97,0,2,0.09,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,100,0.18,50,0,0,0,7.09,0.13,0.27,14.31,78.95,6.51,64.63,0,0,7,91.77,3.94,38.2,29.21,43.58,0,0,0,0,0,0,0,0.71,6.25,0.18,0,0.04,0,0,0,2.44,40,30,1.33,89,3.94,4,66.29,27.48,1.22,-2.52,-0.112,0,1.68,0.49
R. Ibarra,Deportivo La Guaira,Deportivo La Guaira,"DMF, LCMF, CB",25,2026,0,0.55,1,0.39,Venezuela,7.15,5.69,64.84,2.44,43.64,0.44,0.68,0.67,3.02,4.64,1.02,3,0.13,0,0,0.71,0,0,0,0.02,0,0,6,0.27,33.33,0,0.04,0.22,80,0.53,83.33,3.24,58.9,0.13,0.53,0,34.96,0.22,1.64,47.31,90.42,15.15,81.82,5.02,95.58,22.39,96.03,4.93,64.86,20.55,36.67,0.02,0.36,0.09,0,0,0,0.09,6.13,78.99,0.71,62.5,0.18,50,0.27,0.13,7.02,73.42,0,,0,,0,0,0,0,,,0.84,,
J. Yendis,Caracas,Caracas,LB,27,1999,0,0.32,1,1.56,Venezuela,7.25,6.21,63.04,1.67,56.76,0.41,0.62,0.14,2.93,4.46,1.31,7,0.32,0,0,2.43,0,0,0,0.01,0,0,11,0.5,9.09,0,0.05,2.93,38.46,1.89,64.29,5.22,50,0.72,2.7,0.45,28.27,2.16,0.77,38.63,80.89,14.77,71.65,6.17,96.35,12.02,81.27,3.92,36.78,19.79,41.15,0.07,0.77,0.09,0,0.09,50,0.36,5.54,66.67,2.84,47.62,0.32,14.29,0.63,1.22,8.01,75.84,0,,0,,0,0,0,0,,,0.36,,
E. Zapata Mina,Metropolitanos,Metropolitanos,LCB,25,1995,0,0.69,1,0.02,Colombia,8.53,3.83,62.35,2.84,60.32,0.41,0.52,0.63,5.73,7.4,1.04,3,0.14,1,0.05,0.27,0,0,0,0.03,0,0,7,0.32,14.29,0,0.05,0,0,0.41,55.56,1.98,50,0.36,0.77,0.09,21.74,0.59,0.41,34.29,85,17.86,78.79,1.58,94.29,11.82,94.27,4.24,58.51,22.08,36.18,0,0.05,0.05,0,0,0,0.09,4.6,66.67,0.36,25,0.18,50,0.09,0,7.71,73.68,0,,0,,0,0,0,0,,,0.95,,
N. Rodríguez,Carabobo,Carabobo,"LCB, RCB",27,1968,1,1.62,0,0.26,Uruguay,7.09,3.98,78.16,3.2,58.57,0.05,0.06,0.5,3.93,5.21,0.59,3,0.14,2,0.09,0.78,0.05,1,0.05,0.07,1,0.05,13,0.59,38.46,7.692,0,0.14,33.33,0.64,78.57,1.37,53.33,0.78,0.27,0.05,21.08,0.23,0.32,33.75,81.57,17.47,71.47,1.1,100,13.54,92.57,8.69,52.11,27.39,45.02,0.01,0.05,0.05,0,0,0,0.05,5.81,53.54,0.73,25,0.27,0,0.14,0.05,8.19,73.18,0,,0,,0,0,0,0,,,0.87,,
J. Requena,Deportivo Táchira,Deportivo Táchira,"RDMF, RCMF, LDMF",26,1968,2,1.64,0,0.32,Argentina,11.34,8.55,67.38,3.34,52.05,0.96,1.47,0.41,4.62,7.06,1.74,5,0.23,0,0,0.37,0.09,2,0.09,0.08,0,0,13,0.59,23.08,15.385,0,0.14,66.67,0.14,100,2.06,48.89,0.59,0.23,0,31.55,0.09,1.01,45.69,90.89,13.63,77.85,5.85,98.44,21.08,97.61,2.93,62.5,18.76,29.47,0.01,0.41,0.05,0.05,0,0,0.14,6.31,80.43,0.37,50,0.05,100,0.14,0.09,6.08,78.95,0,,0,,0,0,0,0,,,1.05,,
