Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
Álvaro Tejero,Aris,Aris,RB,29,2286,0,0.45,2,1.57,Spain,7.91,6.46,60.98,2.2,55.36,0.47,0.73,0.12,3.5,5.39,1.61,5,0.2,1,0.04,2.13,0,0,0,0.02,0,0,22,0.87,27.27,0,0.08,4.06,31.07,1.22,51.61,3.23,52.44,0.91,1.54,0.24,35,2.17,1.34,45.79,79.97,18.27,73.49,6.57,95.21,14.41,82.24,5.16,51.91,20.05,38.16,0.06,0.71,0,0,0,0,0.35,5.94,75.5,4.06,39.81,0.35,33.33,0.59,1.14,9.37,74.79,0,,0,,0,0,0,0,,,1.02,,
L. Rota,AEK Athens,AEK Athens,RB,28,2258,0,1.3,5,3.46,Greece,7.21,5.42,66.18,2.03,45.1,0.16,0.27,0.08,3.47,5.87,0.92,7,0.28,0,0,1.91,0,0,0,0.05,0,0,13,0.52,15.38,0,0.2,2.23,53.57,0.92,69.57,3.63,47.25,1.95,1.99,0.24,32.21,2.75,0.8,43.13,88.08,12.48,82.11,9.41,96.19,14.19,89.89,2.19,47.27,16.92,37.02,0.14,1.08,0.08,0.04,0,0,0.76,4.03,80.2,2.63,66.67,0.12,100,1.16,1.28,6.3,79.11,0,,0,,0,0,0,0,,,1.36,,
M. Baku,Atromitos,Atromitos,"LAMF, LW, RW",27,2223,3,5.07,3,1.39,Germany,4.21,2.71,61.19,1.46,33.33,0.08,0.11,0.08,2.47,3.26,0.77,2,0.08,1,0.04,1.98,0.12,3,0.12,0.21,1,0.04,35,1.42,34.29,8.571,0.12,1.42,20,2.23,52.73,6.48,42.5,2.55,2.06,0.36,19.64,1.7,1.38,25.67,74.76,6.76,61.08,6.48,91.88,5.71,75.18,1.46,52.78,15.33,22.73,0.06,0.81,0.04,0.04,0.12,33.33,0.36,2.35,63.79,1.78,50,0.2,20,0.93,0.28,4.01,51.52,0,,0,,0,0,0,0,,,0.12,,
G. Kargas,Volos NFC,Volos NFC,LCB,31,2201,0,1.68,0,0.04,Greece,8.55,3.52,61.63,3.93,69.79,0.04,0.06,0.94,6.34,8.56,1.27,9,0.37,1,0.04,0.33,0,0,0,0.07,0,0,13,0.53,15.38,0,0,0.2,40,0.29,57.14,2.04,60,0.9,0.33,0.04,28.83,0.41,1.27,45.27,85.55,17.34,74.76,2.54,96.77,21.84,94.01,8.63,60.19,24.45,42.58,0,0.04,0.04,0,0,0,0.08,6.13,57.33,0.86,19.05,0.78,26.32,0.16,0.12,7.93,72.16,0,,0,,0,0,0,0,,,2.04,,
T. Androutsos,OFI,OFI,"LCMF, RCMF",28,2177,2,0.81,0,0.71,Greece,6.53,5.04,54.1,1.65,37.5,0.29,0.37,0.21,3.51,4.55,1.07,4,0.17,1,0.04,1.36,0.08,2,0.08,0.03,0,0,6,0.25,50,33.333,0,0.41,30,1.32,71.88,4.8,62.93,0.5,0.87,0.29,22.24,0.21,2.19,32.66,86.2,9.92,77.08,5.46,93.18,11.37,89.45,3.02,58.9,17.72,37.12,0.03,0.37,0.04,0,0.17,100,0.29,4.26,74.76,0.74,44.44,0.33,62.5,0.29,0.21,5.25,66.93,0,,0,,0,0,0,0,,,0.58,,
V. Lampropoulos,OFI,OFI,"RCB, CB",35,2169,1,0.74,0,0.06,Greece,7.22,3.4,68.29,2.66,54.69,0.12,0.16,0.75,4.77,6.24,0.54,1,0.04,0,0,0.17,0.04,1,0.04,0.03,0,0,6,0.25,33.33,16.667,0,0.12,66.67,0,0,0.46,36.36,0.5,0.33,0,21.83,0.25,0.46,33.61,82.47,14.15,69.5,1.91,91.3,14.23,93.59,5.35,41.86,22.04,41.13,0,0.04,0.04,0,0,0,0.04,3.36,44.44,0.41,30,0.41,0,0.08,0.08,5.68,51.09,0,,0,,0,0,0,0,,,1.37,,
O. Pineda,AEK Athens,AEK Athens,"RCMF, LDMF, LCMF",30,2159,4,3.3,1,1.28,Mexico,7.84,6,57.64,1.38,42.42,0.04,0.07,0.21,4.34,7.32,1.38,4,0.17,0,0,1.54,0.17,4,0.17,0.14,1,0.04,23,0.96,26.09,17.391,0.04,0.75,38.89,1.67,55,7.13,49.71,1.75,1.75,0.17,46.98,0.29,2.25,59.86,90.46,16.76,83.08,10.13,97.12,23.68,93.49,4.63,66.67,17.8,34.98,0.05,0.58,0.08,0,0.25,33.33,0.33,8.46,83.25,2.33,51.79,0.75,27.78,1.08,0.29,7.3,82.86,0,,0,,0,0,0,0,,,0.75,,
V. De Marco,Panserraikos,Panserraikos,"LCB, CB",33,2156,2,1.3,0,0.08,Argentina,6.68,3.51,71.43,3.55,54.12,0.13,0.14,0.63,4.05,4.46,0.96,7,0.29,1,0.04,0.13,0.08,2,0.08,0.05,1,0.04,10,0.42,30,20,0,0.08,0,0,0,0.46,63.64,0.58,0.46,0,23.38,0.08,0.96,35.77,80.51,17.45,67.7,1.96,97.87,13.73,94.53,8.14,52.82,24.64,39.61,0,0.17,0,0.04,0,0,0,5.3,53.54,0.46,27.27,0.5,25,0.17,0,8.47,63.05,0,,0,,0,0,0,0,,,1.21,,
A. Tetteh,Panathinaikos,Panathinaikos,CF,24,2156,8,10.73,6,3.48,Greece,2.67,2.84,38.24,6.85,43.9,0.04,0.06,0.04,1.54,2.22,2.63,6,0.25,0,0,4.26,0.33,6,0.25,0.45,0,0,64,2.67,48.44,12.5,0.25,0.5,41.67,4.8,57.39,13.32,44.51,4.26,2.09,0.17,7.18,1.42,2.76,9.14,63.01,1.71,48.78,1.59,78.95,2.76,66.67,0.33,37.5,15.74,11.56,0.15,1,0.04,0,0,0,0.54,0.88,38.1,0.83,60,0,0,1.25,0.13,0.92,63.64,0,,0,,0,0,0,0,,,0,,
J. Pombo,Kifissia,Kifissia,"AMF, LCMF",32,2148,6,5.46,1,3.75,Spain,2.85,3.65,49.43,1.89,31.11,0.04,0.06,0.08,1.01,1.48,1.8,5,0.21,0,0,2.72,0.25,6,0.25,0.23,0,0,77,3.23,28.57,7.792,0.04,0.88,38.1,2.93,47.14,8.42,39.8,1.72,1.68,0.29,25.27,1.26,1.89,33.27,81.11,10.73,70.31,6.83,93.87,10.73,82.03,3.48,60.24,19.2,41.52,0.16,1.76,0,0.08,0.25,33.33,0.59,7.54,68.33,2.81,61.19,0.75,44.44,1.34,0.34,5.74,86.86,0,,0,,0,0,0,0,,,0.29,,
U. Račić,Aris,Aris,"RCMF, LCMF, DMF",28,2137,2,2.22,1,1.21,Serbia,7.24,4.46,58.49,4.42,51.43,0.72,1.05,0.04,3.92,5.73,1.6,5,0.21,0,0,1.18,0.08,2,0.08,0.09,0,0,29,1.22,24.14,6.897,0.04,0.76,50,0.84,50,4.51,36.45,0.93,0.34,0.08,22.66,0.51,1.35,35.08,78.99,11.71,62.95,5.1,95.04,12.76,85.81,4.09,51.55,18.69,30.78,0.05,0.59,0,0,0.08,100,0.21,5.9,62.86,1.22,55.17,0.21,60,0.25,0.42,5.26,66.4,0,,0,,0,0,0,0,,,0.38,,
L. Lamprou,Volos NFC,Volos NFC,"LAMF, LW, CF",28,2109,5,5.07,1,3.87,Greece,3.88,3.12,63.01,2.18,35.29,0.04,0.06,0,1.88,2.52,0.55,0,0,0,0,3.29,0.21,5,0.21,0.22,1,0.04,41,1.75,39.02,12.195,0.04,1.54,41.67,3.41,56.25,9,38.39,2.52,2.69,0.47,16.51,1.96,1.88,21.25,76.51,4.91,64.35,5.8,95.59,5.68,71.43,1.02,54.17,15.93,22.23,0.17,1.19,0.09,0,0.04,100,0.51,1.71,77.5,1.83,55.81,0.04,0,0.85,0.55,3.03,69.01,0,,0,,0,0,0,0,,,0.09,,
Filipe Relvas,AEK Athens,AEK Athens,LCB,26,2071,1,1.19,0,0.22,Portugal,6.3,2.74,65.08,3.22,66.22,0.04,0.07,0.52,4.48,7.41,0.83,5,0.22,1,0.04,0.48,0.04,1,0.04,0.05,0,0,17,0.74,17.65,5.882,0,0.35,62.5,0.17,50,0.39,44.44,0.74,1.35,0.13,45.07,0.26,0.26,61.93,92.21,23.81,84.12,3.13,94.44,28.42,98.62,5.13,58.47,19.66,34.68,0.01,0.13,0.04,0,0.13,33.33,0.04,6.56,80.13,0.65,60,0.43,20,0.3,0.26,9.78,73.33,0,,0,,0,0,0,0,,,2.26,,
