Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
Park Seung-Wook,Pohang Steelers,Pohang Steelers,"RCB, LCB",28,2416,1,0.94,0,0.57,Korea Republic,7.82,5.18,78.42,2.2,42.37,0.15,0.19,0.37,3.61,4.5,0.63,3,0.11,0,0,0.67,0.04,1,0.04,0.03,0,0,9,0.34,33.33,11.111,0,0.52,28.57,0.48,76.92,1.71,54.35,0.6,1.34,0.15,32.78,0.45,0.48,45.41,87.2,19.26,79.5,4.32,99.14,16.24,93.35,5.25,49.65,20.26,35.7,0.02,0.15,0,0,0.04,100,0.07,5.66,63.82,0.78,42.86,0.11,100,0.22,0.11,7.79,70.33,0,,0,,0,0,0,0,,,1.83,,
Oberdan,Pohang Steelers,Pohang Steelers,"RCMF, LCMF",30,2393,6,2.76,0,0.47,Brazil,8.5,6.06,70.81,1.54,43.9,0.64,0.87,0.15,3.57,4.86,1.02,2,0.08,1,0.04,1.62,0.23,6,0.23,0.1,1,0.04,24,0.9,50,25,0,0.56,6.67,1.81,60.42,6.24,51.81,1.39,1.5,0.15,32.31,0.75,1.69,46.86,88.76,11.7,79.1,7.9,96.19,19.22,94.52,1.96,71.15,17.91,24.33,0.02,0.38,0.04,0.04,0.19,20,0.11,5.79,87.01,1.13,43.33,0.19,40,0.45,0.04,4.93,70.23,0,,0,,0,0,0,0,,,1.17,,
Kyung-Min Kim,Gwangju,Gwangju,GK,33,2380,0,0,0,0,Korea Republic,1.06,0.11,66.67,0.26,85.71,0,0,0,0.98,1.28,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,66.67,0.04,0.04,0,14.14,0.08,0.11,20.72,82.12,12.21,73.37,0.04,100,7.68,95.57,7.49,57.58,30.44,46.83,0,0,0,0,0,0,0,2.38,44.44,0.15,25,0,0,0.04,0,4.84,66.41,23,0.87,90,3.4,7,74.44,22.05,0.83,-0.95,-0.036,0,1.17,0.26
Jae-Won Lee,Suwon,Suwon,"LDMF, LCMF",28,2375,0,1.13,0,0.48,Korea Republic,11.37,8.37,66.97,1.44,34.21,0.49,0.61,0.27,5.27,6.53,1.17,4,0.15,0,0,0.61,0,0,0,0.04,0,0,21,0.8,14.29,0,0,0.34,0,0.68,66.67,3.94,40.38,0.45,0.99,0.11,19.74,0.34,0.99,32.4,83.98,9.17,69.42,6.06,94.38,10.57,91.4,2.24,64.41,17.01,31.2,0.02,0.42,0.08,0.08,0.08,50,0.19,3.11,76.83,0.76,30,0.11,33.33,0.23,0,4.36,56.52,0,,0,,0,0,0,0,,,0.42,,
Caio Marcelo,Daegu,Daegu,LCB,27,2374,4,2.2,1,0.7,Brazil,9.59,5.46,80.56,4.63,65.57,0.04,0.05,0.91,5.16,6.82,0.8,3,0.11,1,0.04,0.53,0.15,4,0.15,0.08,4,0.15,13,0.49,61.54,30.769,0.04,0,0,0.3,75,1.4,56.76,0.68,0.42,0,28.13,0.27,0.64,41.78,85.84,17.7,77.09,1.93,96.08,18.92,94.39,4.55,54.17,21.68,31.93,0.03,0.23,0.04,0.04,0,0,0.11,3.98,65.71,0.3,37.5,0.15,25,0.19,0,9.06,69.46,0,,0,,0,0,0,0,,,1.4,,
Kim Young-Bin,Jeonbuk Motors,Jeonbuk Motors,"LCB, RCB",33,2369,0,0.36,0,0.09,Korea Republic,6.08,4.33,61.4,4.03,52.83,0.04,0.05,0.8,3.38,4.41,0.91,6,0.23,0,0,0.19,0,0,0,0.01,0,0,3,0.11,0,0,0,0.11,33.33,0.19,80,0.61,50,0.3,1.75,0.11,36.85,0.19,0.34,48.36,93.32,17.1,86.89,3.88,97.06,22.19,97.09,3.04,55,19.4,32.99,0,0.11,0,0,0,0,0,4.52,87.39,0.15,50,0.04,0,0.11,0.04,5.36,71.63,0,,0,,0,0,0,0,,,2.36,,
Nam Tae-Hee,Jeju SK,Jeju SK,"CF, AMF",34,2331,3,3.33,3,2.58,Korea Republic,4.36,3.47,70,0.97,32,0.39,0.52,0.08,1.54,2.07,0.69,5,0.19,0,0,2.93,0.12,3,0.12,0.13,0,0,40,1.54,32.5,7.5,0.12,1.78,45.65,2.66,55.07,8.22,35.68,1.78,1.66,0.04,29,0.89,0.97,39.15,84.91,9.61,73.09,9.15,96.2,11.47,85.19,3.47,63.33,16.54,35.5,0.1,1.24,0.04,0.04,0.27,57.14,0.54,5.29,70.07,2.7,57.14,0.54,57.14,1.39,0.81,5.41,76.43,0,,0,,0,0,0,0,,,0.08,,
Seong-Gwon Cho,Gwangju,Gwangju,RB,24,2330,1,1.87,0,1.37,Korea Republic,7.69,6.53,64.5,2.94,48.68,0.31,0.4,0.5,3.17,4.12,1.08,6,0.23,0,0,0.66,0.04,1,0.04,0.07,0,0,7,0.27,28.57,14.286,0,1.2,19.35,0.77,45,4.44,33.04,1.08,1.04,0.04,25.03,0.81,0.85,34.96,83.09,10.62,72.73,6.72,95.98,11.7,86.47,2.2,45.61,18.32,34.88,0.05,0.31,0.04,0,0.04,0,0.19,2.94,72.37,1.35,40,0.31,37.5,0.39,0.23,5.14,55.64,0,,0,,0,0,0,0,,,1.39,,
Jo Hyeon-Woo,Ulsan Hyundai,Ulsan Hyundai,GK,33,2327,0,0,0,0,Korea Republic,0.93,0,0,0.39,80,0,0,0,0.93,1.45,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,33.33,0,0,0,12.3,0.27,0.12,18.1,88.03,9.01,78.97,0,0,8.2,98.58,4.53,60.68,27.15,45.01,0,0,0,0,0,0,0,0.73,31.58,0.04,0,0,0,0,0,3.79,64.29,33,1.28,102,3.94,6,67.65,29.28,1.13,-3.72,-0.144,0,1.51,0.39
M. Tuci,Gangwon,Gangwon,"LCB, RCB, CB",26,2320,0,0.77,0,0.35,Montenegro,6.28,3.34,69.77,3.03,64.1,0.16,0.2,0.74,3.8,4.79,0.54,4,0.16,0,0,0.47,0,0,0,0.03,0,0,8,0.31,25,0,0,0.47,41.67,0.31,62.5,0.97,40,0.62,0.93,0,29.17,0.5,0.16,40.97,87.12,16.49,78.12,2.29,94.92,17.73,93.87,4.19,41.67,21.01,41.5,0.01,0.12,0,0,0,0,0.08,4.5,65.52,0.66,47.06,0.08,50,0.23,0.19,5.74,67.57,0,,0,,0,0,0,0,,,1.24,,
Tae-Hyeon Kim,Jeonbuk Motors,Jeonbuk Motors,LB,28,2316,0,0.75,3,2.47,Korea Republic,10.53,7.93,62.25,2.25,68.97,0.51,0.65,0.47,5.09,6.59,0.82,2,0.08,0,0,1.94,0,0,0,0.03,0,0,18,0.7,22.22,0,0.12,2.41,33.87,1.52,64.1,4.97,43.75,1.05,1.4,0.16,25.84,1.44,1.4,35.91,78.68,14.65,71.09,6.41,96.97,8.94,79.57,5.17,56.39,19.1,34.4,0.1,0.7,0.08,0,0,0,0.51,4.24,75.23,1.98,54.9,0.16,25,0.62,0.85,8.2,67.77,0,,0,,0,0,0,0,,,0.66,,
Jin-Woo Jeon,Jeonbuk Motors,Jeonbuk Motors,"RWF, RW",25,2298,14,10.01,3,3.3,Korea Republic,4.93,3.88,61.62,2.66,47.06,0.04,0.05,0,2.51,3.33,0.86,7,0.27,0,0,3.25,0.55,14,0.55,0.39,2,0.08,55,2.15,50.91,25.455,0.12,2.04,26.92,3.02,53.25,8.26,43.13,3.99,2.31,0.43,21.11,1.92,1.61,26.12,78.71,4.74,66.12,8.62,92.73,6.78,73.41,0.59,40,15.3,18.83,0.13,0.7,0.08,0,0,0,0.63,1.37,80,2.23,52.63,0,0,1.06,0.59,2.66,69.12,0,,0,,0,0,0,0,,,0.16,,
