Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
E. Kaş,Çorum FK,Çorum FK,LB,33,3300,0,0.13,2,2.18,Türkiye,7.58,4.83,65.54,2.48,52.75,0.57,0.82,0.25,3.85,5.52,0.57,5,0.14,1,0.03,2.97,0,0,0,0,0,0,4,0.11,0,0,0.05,2.97,33.03,2.81,68.93,7.17,53.23,0.57,2.54,0.22,24.9,1.55,0.93,37.64,83.48,12.05,80.32,5.35,97.96,14.56,83.33,2.24,57.32,18.36,27.78,0.06,0.55,0.03,0,0.05,100,0.3,3.46,84.25,2.54,41.94,0.08,100,0.38,0.95,7.53,75.36,0,,0,,0,0,0,0,,,0.63,,
N. Aslan,Adanaspor,Adanaspor,GK,27,3294,0,0,0,0,Türkiye,1.94,0.19,28.57,0.41,86.67,0.03,0.04,0,1.86,2.54,0.03,5,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,100,0,0,0.03,12.95,0.3,0.22,22.08,84.03,13.28,75.72,0.03,100,8.33,97.05,9.15,65.97,35.13,49.79,0,0,0,0,0,0,0,2.65,55.67,0.25,11.11,0.25,33.33,0.03,0,6.89,76.59,51,1.39,163,4.45,7,68.71,54.35,1.48,3.35,0.092,0.03,1.34,0.41
M. Uçar,1461 Trabzon,Ankara Keçiörengücü,GK,34,3287,0,0,0,0.37,Türkiye,1.07,0.05,100,0.55,90,0,0,0,1.01,1.34,0.05,6,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,100,0,0,0,18.73,0.25,0.22,26.07,84.35,12.9,72.4,0.03,100,12.4,96.91,11.47,67.3,34.86,49.61,0.01,0.03,0.03,0.03,0,0,0,3.45,54.76,0.19,42.86,0.08,66.67,0.03,0,7.45,79.78,41,1.12,125,3.42,10,67.2,34.99,0.96,-6.01,-0.165,0,1.94,0.55
F. Yazgan,Çorum FK,Çorum FK,"DMF, RDMF",32,3276,9,8.21,0,2.53,Germany,8.24,6.57,61.09,1.68,45.9,0.36,0.52,0.41,3.87,5.62,1.15,8,0.22,1,0.03,1.4,0.25,5,0.14,0.23,1,0.03,54,1.48,37.04,16.667,0,0.47,29.41,0.82,66.67,5.85,50.7,1.46,1.13,0.03,34.2,0.69,2.12,45.27,82.28,15.96,67.13,4.67,98.24,19.84,90.44,6.15,58.48,21.28,38.78,0.07,0.49,0,0.03,0.47,35.29,0.14,8.96,68.1,2.03,47.3,0.93,29.41,0.82,0.16,7.8,75,0,,0,,0,0,0,0,,,1.32,,
Ž. Žužek,Gençlerbirliği,Gençlerbirliği,LCB,28,3273,1,2.77,0,0.53,Slovenia,10.01,5.69,70.05,4.56,52.41,0.16,0.22,0.41,5.86,7.83,0.93,3,0.08,0,0,0.36,0.03,1,0.03,0.08,1,0.03,12,0.33,33.33,8.333,0,0.11,75,0.27,60,1.07,51.28,0.58,1.13,0.05,32.39,0.52,0.3,49.39,87.58,21.31,79.74,1.95,88.73,21.86,95.09,5.66,59.71,21.8,42.16,0.01,0.11,0,0.03,0,0,0.08,5.47,68.84,0.52,36.84,0.3,18.18,0.22,0.08,9.71,73.09,0,,0,,0,0,0,0,,,0.77,,
Pedrinho,Kocaelispor,Kocaelispor,"DMF, RDMF, LCMF",32,3242,2,2.28,5,5.62,Portugal,7.05,5.51,65.46,2.3,51.85,0.17,0.25,0.17,3.27,4.71,0.85,7,0.19,0,0,1.54,0.06,2,0.06,0.06,0,0,36,1.02,38.89,5.556,0.14,1.08,42.11,1.08,57.89,3.92,44.93,0.74,0.85,0.26,33.09,0.68,1.14,46.25,86.11,13.64,74.58,7.96,95.71,18.28,90.67,5.77,67,20.11,38.59,0.16,1.42,0.09,0,0.17,33.33,0.31,7.87,75.09,2.1,52.7,0.51,33.33,0.54,0.43,7.05,82.66,0,,0,,0,0,0,0,,,1.05,,
Z. Touré,Çorum FK,Çorum FK,"LCB, RCB",35,3235,1,0.73,1,0.88,Senegal,6.84,3.28,70.34,1.39,68,0,0,0.39,4.53,6.67,0.28,4,0.11,1,0.03,0.47,0.03,1,0.03,0.02,0,0,11,0.31,72.73,9.091,0.03,0.14,20,0.22,100,1.09,51.28,0.39,1.31,0.28,30.85,0.64,0.33,45.54,88.64,19.09,81.05,2.7,96.91,20.5,94.98,4.45,50.63,21.69,42.99,0.02,0.17,0.03,0.03,0,0,0.11,5.48,69.04,0.42,13.33,0.28,10,0.06,0.03,8.79,72.47,0,,0,,0,0,0,0,,,2.06,,
G. Değirmenci,Kocaelispor,Kocaelispor,GK,36,3220,0,0,0,0,Türkiye,0.98,0.06,50,0.32,90.91,0,0,0,0.95,1.38,0.03,4,0.11,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.41,0.17,0.12,18.56,86.47,10.54,76.99,0,0,7.65,99.25,7.94,69.82,34.27,47.59,0,0,0,0,0,0,0,1.67,44.83,0.14,0,0.12,75,0,0,5.54,78.13,23,0.66,100,2.89,13,77,25.9,0.75,2.9,0.084,0,0.75,0.32
A. Oğuz,Kocaelispor,Kocaelispor,RB,32,3207,0,0.53,0,3.35,Türkiye,11.51,9.1,63.69,2.23,55.84,0.72,1.04,0.12,4.99,7.15,1.59,12,0.34,1,0.03,1.77,0,0,0,0.02,0,0,17,0.49,17.65,0,0,2.41,42.17,0.87,70,4.26,53.06,0.23,1.19,0.12,28.81,2.55,2.26,40.67,79.9,18.58,72.85,6.06,97.13,10.7,83.74,6.06,54.07,20.36,34.93,0.1,0.9,0.14,0,0.14,40,0.2,8.23,70.07,3.07,54.72,0.7,45.83,0.7,0.99,10.35,78.15,0,,0,,0,0,0,0,,,0.96,,
O. Ulaş, Esenler Erokspor,Boluspor,LCB,28,3183,0,0.56,1,0.85,Türkiye,10.24,5.74,74.88,3.48,52.03,0.42,0.57,0.65,5.51,7.4,0.68,3,0.08,0,0,0.14,0,0,0,0.02,0,0,5,0.14,20,0,0.03,0.11,50,0.14,40,1.02,58.33,0.37,0.62,0.03,28.73,0.54,0.71,45.78,84.62,23.02,77.03,1.5,90.57,17.7,93.77,9.44,56.59,23.01,38.33,0.02,0.17,0,0,0,0,0.08,6.25,64.71,0.68,25,0.68,29.17,0.17,0.08,10.83,73.11,0,,0,,0,0,0,0,,,0.96,,
