Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
D. Lavalée,Sturm Graz,Sturm Graz,LCB,28,1240,0,0.95,0,0.1,Belgium,9.36,3.99,70.91,5.08,58.57,0.44,0.7,0.51,6.1,9.77,1.02,3,0.22,0,0,0.22,0,0,0,0.07,0,0,7,0.51,0,0,0,0.44,16.67,0.15,100,1.31,50,0.36,1.16,0,29.03,0.22,0.51,46.67,82.58,26.13,78.06,1.6,90.91,14.88,92.2,8.27,57.89,22.82,43.48,0.01,0.15,0,0,0,0,0.07,8.71,72.5,0.8,9.09,0.15,0,0,0.07,12.56,73.99,0,,0,,0,0,0,0,,,1.02,,
T. Gulliksen,Rapid Wien,Rapid Wien,"AMF, LCMF, RCMF",22,490,0,0.35,1,0.43,Norway,6.24,8.63,55.32,1.65,55.56,0.55,1.07,0,0.92,1.79,2.2,2,0.37,0,0,1.29,0,0,0,0.06,0,0,6,1.1,0,0,0.18,1.65,33.33,1.65,44.44,7.53,34.15,1.1,2.02,0,29.2,0.55,1.1,36.18,82.74,10.29,76.79,6.06,84.85,12.12,89.39,2.57,64.29,16.79,40.92,0.08,0.92,0,0,0.18,0,0.55,5.51,76.67,3.12,76.47,0.18,0,1.1,0.55,6.43,77.14,0,,0,,0,0,0,0,,,0,,
W. Bøving,Mainz 05,Sturm Graz,"CF, LWF",22,225,0,0.2,2,1.15,Denmark,2,1.2,66.67,1.6,0,0,0,0,1.2,1.76,0,0,0,0,0,4,0,0,0,0.08,0,0,5,2,0,0,0.8,3.6,77.78,4,30,7.2,38.89,4.8,2,0.8,15.2,1.2,1.2,17.2,90.7,1.6,75,2.8,100,6.8,88.24,1.2,100,15.91,23.57,0.46,2,0,0,0,0,2.4,0,0,1.6,50,0,0,0.8,2.4,1.6,100,0,,0,,0,0,0,0,,,0,,
T. Ballo,Millwall,Wolfsberger AC,CF,23,195,0,0,0,0.1,Côte d'Ivoire,5.08,4.62,60,1.85,25,0.92,1.3,0,1.38,1.96,2.31,1,0.46,0,0,1.38,0,0,0,0,0,0,1,0.46,0,0,0,2.77,16.67,3.69,25,8.77,31.58,5.08,1.38,0.46,17.54,1.38,1.85,19.38,76.19,2.77,83.33,5.08,100,3.69,62.5,0.46,100,15.56,12.49,0.05,0.92,0,0,0,0,0.92,0.46,100,1.85,50,0,0,0.92,0.46,2.77,100,0,,0,,0,0,0,0,,,0,,
M. Diambou,Salzburg,Salzburg,"LCMF, RDMF, LDMF",23,381,0,0,0,0,Mali,10.87,6.61,71.43,1.42,33.33,0.71,0.99,0.24,5.43,7.58,0.71,0,0,0,0,0.24,0,0,0,0,0,0,1,0.24,0,0,0,0,0,0.47,50,4.25,55.56,0,0.71,0,34.25,0.24,0.94,47.24,93,10.39,84.09,5.91,92,20.79,97.73,0.94,75,16.74,15.81,0,0,0,0.24,0.24,0,0,3.31,92.86,0.47,50,0.24,0,0.24,0,5.67,75,0,,0,,0,0,0,0,,,0.71,,
A. Schlager,Salzburg,Salzburg,GK,29,1268,0,0,0,0,Austria,0.57,0,0,0.14,50,0,0,0,0.57,0.93,0,3,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,0,0,20.94,89.49,8.94,77.78,0,0,11.07,98.08,5.32,61.33,28.97,49.48,0,0,0,0,0,0,0,1.28,44.44,0.07,100,0,0,0.07,0,4.4,67.74,18,1.28,64,4.54,3,71.88,21.28,1.51,3.28,0.233,0,0.71,0.14
J. Rasmussen,Salzburg,Salzburg,LCB,28,1311,0,0.53,1,0.38,Denmark,8.24,4.6,74.63,6.93,71.29,0.27,0.44,0.76,4.53,7.33,0.55,1,0.07,0,0,0.07,0,0,0,0.04,0,0,4,0.27,25,0,0.07,0.07,0,0,0,1.1,12.5,0.82,0.82,0,46.48,0.07,0.21,66.52,91.95,29.59,87.7,2.61,86.84,28.42,97.58,2.88,45.24,19.21,29,0.03,0.07,0.07,0.07,0,0,0.07,7,82.35,0.27,0,0.14,50,0.07,0,9.61,74.29,0,,0,,0,0,0,0,,,1.58,,
A. Terzić,Salzburg,Salzburg,LB,26,727,0,0.14,1,0.85,Serbia,6.44,4.7,55.26,1.61,69.23,0.12,0.21,0.12,3.71,6.43,0.25,0,0,0,0,2.85,0,0,0,0.02,0,0,3,0.37,33.33,0,0.12,5.94,35.42,1.73,35.71,4.09,33.33,0.74,3.09,0.37,50.39,2.1,0.62,63.01,78.59,20.92,66.27,13.25,98.13,19.44,75.16,6.44,59.62,19.45,36,0.1,0.99,0,0,0.12,0,0.5,9.04,68.49,6.56,47.17,0.87,28.57,1.49,1.98,13.37,75.93,0,,0,,0,0,0,0,,,1.49,,
O. Christensen,Sturm Graz,Sturm Graz,GK,26,1052,0,0,0,0,Denmark,1.88,0.09,100,1.2,92.86,0,0,0,1.8,3,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,100,0,0,0,10.87,0.43,0.17,20.28,83.97,10.61,72.58,0,0,8.9,97.12,6.42,60,30.4,48.82,0,0,0,0,0,0,0,2.4,60.71,0.26,0,0.17,50,0,0,5.3,62.9,11,0.94,40,3.42,4,72.5,11.28,0.96,0.28,0.024,0,2.22,1.2
E. Aiwu,Sturm Graz,Sturm Graz,RCB,24,846,0,0.33,0,0,Austria,5.96,3.83,72.22,3.4,59.38,0.11,0.18,0.53,3.09,5.12,0.74,2,0.21,0,0,0,0,0,0,0.04,0,0,3,0.32,0,0,0,0,0,0,0,0.96,66.67,0.21,1.17,0,21.06,0.21,0.74,35.43,93.09,13.72,86.82,2.34,100,16.17,99.34,3.72,65.71,20.79,37.33,0,0,0,0,0,0,0,4.26,90,0.32,66.67,0.11,100,0.21,0,6.81,82.81,0,,0,,0,0,0,0,,,1.7,,
