Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
B. Bowen,Huntsville City,Huntsville City,RB,24,2059,1,3.46,1,2.45,United States,9.66,9,58.74,3.02,55.07,0.26,0.38,0.35,4.11,6.03,1.05,3,0.13,1,0.04,2.27,0.04,1,0.04,0.15,1,0.04,30,1.31,36.67,3.333,0.04,1.57,47.22,1.84,57.14,5.38,36.59,2.27,2.14,0.22,41.7,1.53,0.79,52.5,89.68,16.22,81.67,12.94,98.31,14.95,90.35,3.45,56.96,16.92,38.46,0.11,0.92,0,0,0.13,0,0.35,6.21,77.46,2.27,59.62,0.61,28.57,1.01,0.61,7.61,82.18,0,,0,,0,0,0,0,,,0.57,,
C. McCamy,New York City II,New York City II,"LCB, LCMF, RCB",22,2057,1,0.43,0,0.11,United States,8.66,5.56,69.29,3.06,55.71,0.04,0.05,0.92,4.77,5.85,0.48,2,0.09,0,0,0.61,0.04,1,0.04,0.02,0,0,6,0.26,16.67,16.667,0,0.48,0,0.88,65,2.71,50,0.57,0.44,0,37.19,0.39,0.26,50.88,86.84,17.15,72.19,5.43,96.77,23.5,94.79,5.91,39.26,20.93,43.9,0,0.04,0,0,0,0,0,6.96,64.15,0.57,7.69,0.44,20,0.13,0,8.01,65.03,0,,0,,0,0,0,0,,,1.84,,
M. Perez,St. Louis City ,St. Louis City II,"LDMF, RB, AMF",20,2044,8,3.9,3,3.24,United States,8.28,7.84,64.61,2.2,42,0.4,0.61,0.13,2.82,4.31,1.45,3,0.13,1,0.04,1.67,0.35,8,0.35,0.17,2,0.09,31,1.36,45.16,25.806,0.13,1.41,34.38,0.79,55.56,4.01,38.46,1.94,0.75,0,23.82,1.28,0.66,34.17,79.51,10.3,65.81,8.37,98.42,9.29,80.57,2.2,48,17.25,30.39,0.14,1.28,0.09,0,0.26,50,0.26,4.23,65.63,2.38,46.3,0.62,50,0.7,0.48,5.24,72.27,0,,0,,0,0,0,0,,,0.66,,
A. Chirila,Cincinnati II,Cincinnati II,LCB,17,2027,1,1.98,0,0.31,United States,9.68,7.33,69.7,2.89,56.92,0.22,0.26,0.49,4.35,5.16,1.11,7,0.31,0,0,0.49,0.04,1,0.04,0.09,1,0.04,15,0.67,26.67,6.667,0,0.18,50,0.27,83.33,2,53.33,0.58,0.36,0.09,35.43,0.67,0.67,49.28,85.5,22.6,75.05,3.02,97.06,20.02,94.68,7.95,54.19,22.18,38.57,0.01,0.09,0,0,0,0,0.09,7.41,64.67,0.67,40,0.49,45.45,0.09,0.09,10.52,73,0,,0,,0,0,0,0,,,1.78,,
M. Garvanian,Chattanooga,Chattanooga,"LB, LWB",25,2019,2,2.82,1,1.93,United States,6.47,6.57,57.14,2.34,44,0,0,0.09,2.72,3.01,0.94,2,0.09,0,0,2.06,0.09,2,0.09,0.13,1,0.05,19,0.89,26.32,10.526,0.05,1.88,50,1.13,66.67,3.42,45.21,2.44,1.97,0.09,30.11,2.67,0.66,39.44,78.72,14.68,67.73,6.99,93.29,12.1,85.27,4.27,56.04,20,35.82,0.09,0.61,0.09,0,0.33,42.86,0.47,5.25,62.5,2.77,49.15,0.75,31.25,1.08,0.84,7.83,74.85,0,,0,,0,0,0,0,,,0.38,,
G. Ferraina Marchetti,Inter Miami II,Inter Miami II,LCB,21,2013,0,0.22,1,0.02,Argentina,8.14,6.8,63.82,2.01,53.33,0.04,0.06,0.31,3.76,4.83,1.21,9,0.4,0,0,0.09,0,0,0,0.01,0,0,3,0.13,0,0,0.04,0.04,100,0.04,100,0.85,31.58,0.27,1.07,0,61.21,0.4,0.36,78.96,89.92,28.88,76.78,2.64,96.61,42.83,98.12,10.73,57.92,23.49,43.13,0,0.04,0.04,0.04,0,0,0.09,9.7,70.51,1.03,39.13,0.63,21.43,0.22,0.04,14.13,75.32,0,,0,,0,0,0,0,,,1.48,,
P. Lurot,Sporting KC II,Sporting KC II,"RCB, CB",23,2013,0,1.01,0,0,France,8.18,5.41,76.03,2.68,65,0.18,0.21,0.4,3.89,4.51,0.72,3,0.13,0,0,0.67,0,0,0,0.05,0,0,8,0.36,12.5,0,0,0.09,50,0.63,92.86,1.97,52.27,0.58,1.03,0,35.23,0.22,0.54,51.15,88.11,22.94,82.26,3.13,95.71,19.94,94.84,4.78,45.79,20.32,40.7,0,0.04,0,0,0,0,0,6.66,67.79,0.67,33.33,0.27,33.33,0.09,0.04,9.88,73.76,0,,0,,0,0,0,0,,,2.15,,
A. Stokes,New York RB,New York RB II,GK,17,2009,0,0,0,0,Wales,2.37,0.36,62.5,0.45,70,0.09,0.12,0,2.06,2.66,0.09,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,33.33,0,0,0,11.56,0.18,0.09,21.73,84.95,9.72,70.97,0.04,0,9.9,97.29,6.27,53.57,25.91,43.92,0,0,0,0,0,0,0,1.34,50,0.13,33.33,0.04,0,0.04,0,4.17,60.22,42,1.88,90,4.03,5,53.33,32.02,1.43,-9.98,-0.447,0,1.21,0.45
C. Rogers,Columbus Crew II,Columbus Crew II,LCB,19,2002,1,0.91,0,0.12,United States,8.99,6.43,67.83,1.66,67.57,0.54,0.65,0.85,4.09,4.94,0.76,3,0.13,1,0.04,0.58,0.04,1,0.04,0.04,1,0.04,8,0.36,25,12.5,0,0.09,0,0.54,83.33,2.47,60,0.31,0.72,0.4,44.06,0.27,0.9,56.87,88.85,24.1,81.53,3.55,97.47,23.47,95.02,6.92,56.49,20.04,39.27,0.01,0.09,0,0.04,0.04,100,0.04,8.41,75.94,0.72,43.75,0.45,30,0.27,0,10.29,75.55,0,,0,,0,0,0,0,,,2.07,,
T. Williams,Orlando City B,Orlando City B,LCB,21,1968,0,0.4,0,0.25,United States,8,4.02,71.59,2.74,45,0.23,0.28,1.14,4.89,6.01,0.87,6,0.27,0,0,0.27,0,0,0,0.02,0,0,5,0.23,80,0,0,0,0,0.18,50,1.42,38.71,0.27,0.23,0.05,40.34,0.09,0.27,54.6,91.29,13.45,73.13,1.28,100,33.16,97.52,5.21,50,20.95,46.55,0.01,0.09,0.05,0,0,0,0.09,3.93,59.3,0.23,20,0.41,44.44,0.05,0,6.4,59.29,0,,0,,0,0,0,0,,,1.05,,
W. Eisner,The Town,The Town,"LCB, RB",23,1961,2,2.59,2,1.15,United States,10.19,7.39,67.7,3.17,55.07,0.37,0.48,0.69,4.82,6.3,1.47,8,0.37,0,0,0.83,0.09,2,0.09,0.12,0,0,15,0.69,33.33,13.333,0.09,1.29,32.14,0.69,26.67,3.53,38.96,1.15,0.92,0,47.32,0.92,1.24,62.33,86.23,21.62,71.55,5.97,95.38,28.91,95.08,7.71,52.98,21.27,40.03,0.05,0.5,0,0,0,0,0.23,6.43,61.43,1.97,44.19,0.55,33.33,0.37,0.5,10.28,68.3,0,,0,,0,0,0,0,,,2.11,,
A. Gomez,Austin FC II,Austin FC II,RCB,23,1955,0,0.48,0,1.22,United States,5.85,3.18,53.62,2.81,55.74,0.14,0.19,0.6,4.01,5.6,0.55,3,0.14,0,0,0.37,0,0,0,0.02,0,0,4,0.18,25,0,0,0.18,50,0.37,62.5,1.75,52.63,0.78,0.64,0.09,41.98,0.51,0.6,54.41,90.02,19.15,80.29,3.45,93.33,28.59,96.14,7.64,57.83,23.45,42.46,0.06,0.23,0,0.05,0.05,0,0.18,6.58,71.33,0.6,53.85,0.46,40,0.37,0.09,9.39,72.55,0,,0,,0,0,0,0,,,2.72,,
G. Dahlin,New England II,New England II,"RCB, LB, LCB",22,1953,0,1.03,2,0.3,Sweden,7.33,3.64,75.95,1.8,69.23,0.23,0.26,0.37,4.33,4.91,0.41,3,0.14,0,0,0.28,0,0,0,0.05,0,0,7,0.32,0,0,0.09,0.09,0,0.37,75,1.8,53.85,0.69,0.83,0.09,31.89,0.37,0.6,45.12,89.17,18.25,79.55,3.92,97.65,17.93,96.66,4.06,51.14,19.5,40.2,0.01,0.14,0,0.14,0.05,0,0.09,5.25,71.05,0.46,60,0.41,44.44,0.32,0.05,6.82,66.22,0,,0,,0,0,0,0,,,1.57,,
