Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
J. Ordain,Santos de Guápiles,Santos de Guápiles,"RCB, RB",31,3684,0,0.6,0,0.06,Costa Rica,9.04,5.94,72.43,3.93,48.45,0.22,0.3,0.51,4.52,6.15,1.07,7,0.17,0,0,0.24,0,0,0,0.01,0,0,7,0.17,28.57,0,0,0.15,33.33,0.2,75,1.69,42.03,0.27,0.2,0.02,17.1,0.46,0.37,28.83,80.42,13.73,68.33,2.1,93.02,9.67,92.93,6.11,49.6,21.21,33.36,0,0.1,0,0,0,0,0,3.32,52.21,0.27,36.36,0.1,25,0.07,0.05,6.13,58.17,0,,0,,0,0,0,0,,,0.88,,
A. Pineda,Sporting FC,Sporting FC,GK,28,3662,0,0,1,0,Costa Rica,1.4,0.1,75,0.64,92.31,0.02,0.04,0,1.3,1.93,0.02,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,100,0.2,87.5,0,0,0,15.88,0.44,0.2,25.63,85.81,13.42,74.54,0,0,11.33,98.05,7.99,59.08,34,55.8,0,0,0,0,0,0,0.02,3.69,48.67,0.52,9.52,0.37,33.33,0.05,0,5.6,78.51,44,1.08,178,4.37,9,75.28,48.65,1.2,4.65,0.114,0,1.89,0.64
S. van der Putten,Alajuelense,Alajuelense,"RCB, LCB",21,3657,3,3.15,0,0.25,Costa Rica,7.56,5.09,68.12,4.58,56.45,0.44,0.72,0.69,3.64,5.9,0.96,8,0.2,0,0,0.27,0.07,3,0.07,0.08,2,0.05,18,0.44,27.78,16.667,0,0.07,66.67,0.12,80,1.06,44.19,0.62,0.57,0,26.11,0.17,0.32,37.92,88.51,16.78,79.91,1.62,96.97,16.46,96.11,5,55.67,23.43,43.33,0.01,0.07,0.02,0,0,0,0.05,5.37,70.64,0.47,26.32,0.22,66.67,0.17,0.05,8.27,79.76,0,,0,,0,0,0,0,,,1.26,,
R. Rivera,San Carlos,San Carlos,RB,26,3627,3,1.38,4,1.87,Costa Rica,9.45,6.13,65.99,3.45,49.64,0.92,1.49,0.35,4.49,7.27,0.67,5,0.12,2,0.05,1.79,0.07,3,0.07,0.03,2,0.05,18,0.45,38.89,16.667,0.1,2.98,32.5,1.14,54.35,2.53,48.04,1.07,1.66,0.27,21.44,1.44,0.62,31.12,73.52,14.29,68.92,4.37,90.91,9.08,75.96,5.01,56.44,21.56,37.43,0.05,0.5,0.05,0.07,0.05,50,0.32,5.43,68.49,2.63,41.51,0.42,41.18,0.52,1.02,9.33,73.14,0,,0,,0,0,0,0,,,0.74,,
K. Briceño,Cartaginés,Cartaginés,GK,33,3613,0,0,0,0.65,Costa Rica,2.14,0.07,66.67,0.75,96.67,0.05,0.07,0,2.04,2.91,0.02,4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.15,83.33,0,0,0,8.59,0.32,0.42,16.47,84.42,9.34,75.47,0,0,6.73,97.04,5.68,60.96,35.62,56.07,0.02,0.05,0,0,0,0,0.02,2.47,53.54,0.2,12.5,0.1,50,0.05,0,4.33,72.41,35,0.87,155,3.86,11,77.42,42.98,1.07,7.98,0.199,0,2.29,0.75
K. Waston,Deportivo Saprissa,Deportivo Saprissa,"RCB, LCB, CB",37,3572,8,5.86,4,0.72,Costa Rica,6.7,3.53,62.14,6.48,61.87,0.13,0.18,0.71,4.38,6.33,1.21,14,0.35,1,0.03,0.63,0.2,7,0.18,0.15,7,0.18,39,0.98,38.46,20.513,0.1,0.1,50,0.23,88.89,1.94,40.26,1.31,0.28,0,20.64,0.98,0.53,34.64,82.11,16.63,73.48,1.26,80,14.34,92.27,6.45,57.03,22.71,38.2,0.02,0.23,0.03,0,0,0,0.1,4.51,60.89,0.68,22.22,0.5,35,0.25,0.05,8.16,72.53,0,,0,,0,0,0,0,,,0.5,,
A. Lezcano,San Carlos,San Carlos,GK,23,3559,0,0,0,0,Costa Rica,1.47,0.03,100,0.53,100,0,0,0,1.44,2.03,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.24,0.15,0.08,15.1,81.91,8.83,73.93,0,0,5.92,93.16,7.18,64.44,36.21,49.85,0,0,0,0,0,0,0,2.02,58.75,0.13,0,0.1,25,0,0,5.61,74.77,48,1.21,164,4.15,9,70.73,47.74,1.21,-0.26,-0.007,0,1.72,0.53
A. Soto,Sporting FC,Sporting FC,LCB,32,3559,0,1.51,0,0.22,Costa Rica,9.69,5.74,70.93,4.75,53.19,0.2,0.3,0.73,5.41,7.97,0.96,11,0.28,2,0.05,0.3,0,0,0,0.04,0,0,11,0.28,27.27,0,0,0.51,30,0.15,50,1.14,28.89,0.4,0.73,0,26.93,0.35,0.25,42.51,82.81,20.05,73.01,2.48,93.88,17.9,91.81,9.33,53.66,25.09,41.06,0.01,0.08,0,0.03,0.03,0,0.03,7.38,61.3,0.96,31.58,0.4,37.5,0.23,0.15,10.49,72.77,0,,0,,0,0,0,0,,,2,,
G. Montes,Herediano,Herediano,RCB,28,3523,1,2.16,1,0.29,Honduras,9.55,5.06,69.7,5.93,69.83,0.36,0.58,0.31,5.67,9.26,1.3,15,0.38,0,0,0.46,0.03,1,0.03,0.06,0,0,22,0.56,27.27,4.545,0.03,0.08,0,0.43,70.59,2.38,53.76,0.59,0.33,0.03,18.04,0.31,1.23,33.29,82.58,15.4,72.8,2.09,97.56,13.18,92.44,5.52,48.15,23.57,38.29,0.01,0.15,0,0.03,0,0,0.05,4.55,61.24,0.46,27.78,0.28,27.27,0.18,0,7.33,72.13,0,,0,,0,0,0,0,,,1.28,,
J. Peraza,Zalaegerszegi TE,San Carlos,RCB,20,3517,1,1.66,0,0.23,Costa Rica,8.68,6.22,71.6,4.22,56.97,0.2,0.33,0.51,4.02,6.41,0.72,2,0.05,0,0,0.28,0.03,1,0.03,0.04,0,0,10,0.26,40,10,0,0.05,50,0.23,66.67,1.36,49.06,0.36,0.33,0,20.86,0.54,0.82,35.37,83.57,14.66,70.86,2.97,93.1,15.07,94.06,5.83,56.58,21.77,35.86,0.01,0.08,0,0.03,0,0,0.03,3.43,58.21,0.28,36.36,0.18,42.86,0.08,0.03,6.83,58.8,0,,0,,0,0,0,0,,,2.15,,
