Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
U. Bislimi,Lugano,Lugano,"AMF, LCMF",26,2514,2,3.72,1,4.4,Switzerland,7.02,6.44,60.56,1.15,50,0.39,0.63,0.18,2.72,4.33,0.93,8,0.29,0,0,1.75,0.07,2,0.07,0.13,0,0,46,1.65,32.61,4.348,0.04,1.15,21.88,1.65,52.17,7.88,33.64,2.29,1.47,0.04,46.18,1.68,1.15,59.43,87.41,18.4,81.71,11.74,93.6,17.58,89.82,3.76,66.67,16.25,35.31,0.16,1.47,0.04,0.04,0.25,42.86,0.47,7.8,83.03,2.83,60.76,0.79,40.91,1.65,0.29,7.73,83.8,0,,0,,0,0,0,0,,,0.61,,
A. Sanches,Young Boys,Lausanne Sport,"CF, AMF, RCMF",22,2538,12,7.29,4,3.37,Switzerland,6.67,6.17,71.84,2.52,32.39,0.18,0.25,0.07,2.06,2.87,1.21,3,0.11,0,0,4.04,0.43,12,0.43,0.26,0,0,71,2.52,40.85,16.901,0.14,1.91,25.93,4.43,55.2,11.99,42.31,3.72,2.87,0.5,20.82,1.17,2.13,31.99,80.82,9.47,68.91,7.41,93.3,8.19,78.79,1.52,39.53,16.14,29.25,0.12,0.99,0.11,0,0.14,50,0.35,3.33,63.83,2.45,53.62,0.21,16.67,1.24,0.5,4.22,83.19,0,,0,,0,0,0,0,,,0.04,,
W. Geubbels,Paris,St. Gallen,"CF, LAMF",24,2401,14,14.76,3,4.34,France,4.72,3.94,56.19,7.23,41.45,0,0,0.07,2.51,3.41,1.01,2,0.07,1,0.04,3.34,0.52,11,0.41,0.55,2,0.07,68,2.55,51.47,20.588,0.11,1.65,25,3.04,50.62,8.66,31.17,4.27,1.57,0.15,15.14,2.7,0.56,19.9,67.04,4.87,56.92,3.52,84.04,6.3,63.1,0.75,40,15.87,18.63,0.16,1.2,0,0.04,0.34,22.22,0.49,2.17,58.62,1.99,45.28,0.34,11.11,1.12,0.41,2.89,72.73,0,,0,,0,0,0,0,,,0.04,,
N. Tošić,,Zürich,"LB, LWB",28,397,0,0.41,0,0.22,Serbia,6.35,4.08,61.11,3.4,40,0.68,1.02,0.23,3.17,4.77,0.68,0,0,0,0,0.91,0,0,0,0.09,0,0,1,0.23,0,0,0,2.72,16.67,0.91,50,3.63,37.5,0.91,0.45,0,25.39,1.36,1.13,31.28,75.36,13.6,71.67,5.89,96.15,6.35,71.43,4.31,47.37,18.32,24.99,0.05,0.23,0,0,0,0,0.23,3.63,68.75,2.04,22.22,0.45,50,0.23,0.23,7.03,54.84,0,,0,,0,0,0,0,,,0.68,,
K. Tsunemoto,Basel,Servette,RB,27,3399,1,1,4,1.87,Japan,11.49,8.02,67,2.3,58.62,0.24,0.31,0.32,5.88,7.61,0.77,3,0.08,0,0,2.14,0.03,1,0.03,0.03,0,0,21,0.56,33.33,4.762,0.11,2.83,40.19,1.62,47.54,5.51,45.19,0.69,1.46,0.29,26.27,1.27,1.8,40.14,81.4,15.89,73.67,6.59,95.58,11.49,83.41,4.45,50,19.31,34.93,0.05,0.61,0.05,0,0.13,40,0.26,5.24,68.18,3.44,53.08,0.42,62.5,0.74,1.11,8.45,76.8,0,,0,,0,0,0,0,,,1.32,,
K. Sène,Middlesbrough,Lausanne Sport,CF,24,1850,7,8.86,3,3.04,Senegal,3.45,3.26,52.24,4.86,32,0.29,0.4,0.1,1.46,1.98,1.56,7,0.34,0,0,2.43,0.34,6,0.29,0.43,2,0.1,39,1.9,43.59,17.949,0.15,0.97,30,2.38,55.1,10.56,28.11,3.79,1.22,0.39,9.78,1.65,1.51,13.91,72.73,3.02,64.52,3.16,86.15,3.99,74.39,0.54,54.55,14.35,7.08,0.15,0.78,0.05,0.05,0.05,0,0.54,1.17,62.5,1.41,58.62,0.1,50,1.22,0.1,1.41,79.31,0,,0,,0,0,0,0,,,0,,
P. Otele,Basel,Basel,"LAMF, LW, CF",26,1066,9,4.75,2,3.06,Nigeria,3.46,3.63,55.81,2.45,48.28,0.17,0.24,0.08,1.27,1.79,1.01,1,0.08,0,0,7.01,0.76,9,0.76,0.4,0,0,36,3.04,55.56,25,0.17,2.62,45.16,5.99,67.61,15.62,44.32,6.25,4.31,0.76,25.16,2.53,1.6,32.25,73.56,7.85,68.82,6.42,86.84,10.72,72.44,3.29,61.54,17.53,37.33,0.26,1.77,0.34,0,0.34,25,0.93,3.12,64.86,3.46,51.22,1.1,30.77,2.03,1.1,5.4,78.13,0,,0,,0,0,0,0,,,0.25,,
M. Keller,Young Boys,Young Boys,GK,23,2057,0,0,0,0,England,1.09,0.04,100,0.22,80,0,0,0,1.05,1.53,0,1,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,40,0,0.04,0,20.96,0.22,0.13,28.53,90.49,13.65,82.69,0.04,100,14.13,97.83,8.27,70.37,29.09,45.09,0,0,0,0,0,0,0,2.63,58.33,0.09,50,0.04,0,0.04,0,6.08,82.01,21,0.92,93,4.07,7,77.42,27.13,1.19,6.13,0.268,0.04,1.05,0.22
L. Blum,Charleroi,Young Boys,"RB, LB",24,1955,0,0.73,2,4.06,Switzerland,10.27,8.56,56.45,3.31,40.28,0.64,0.97,0.28,4.79,7.17,1.7,6,0.28,0,0,2.49,0,0,0,0.03,0,0,19,0.87,5.26,0,0.09,4.7,38.24,0.78,76.47,2.26,57.14,1.34,0.87,0.18,23.98,1.98,1.06,33.38,75.86,13.99,71.71,4.65,94.06,10.59,76.96,6.31,57.66,20.39,31.89,0.19,1.2,0,0.14,0.09,50,0.74,5.29,67.83,4.65,58.42,0.46,40,0.97,1.75,9.81,78.87,0,,0,,0,0,0,0,,,0.92,,
C. Itten,Fortuna Düsseldorf,Young Boys,CF,28,1946,8,10.23,1,1.34,Switzerland,3.7,3.56,61.04,8.83,39.27,0.14,0.21,0.18,1.39,2.08,2.08,5,0.23,0,0,2.27,0.37,7,0.32,0.47,1,0.05,66,3.05,34.85,12.121,0.05,1.62,25.71,1.57,50,7.95,27.91,4.58,1.06,0.09,8.6,2.22,0.69,15.08,65.64,4.21,48.35,3.56,84.42,3.88,67.86,0.69,33.33,14.34,12.58,0.06,0.55,0.05,0,0.09,0,0.09,1.62,45.71,2.13,43.48,0.09,0,1.06,0.51,1.85,82.5,0,,0,,0,0,0,0,,,0,,
