Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
D. Anyembe,Viborg,Viborg,"RCB, LB, RB",27,2980,1,0.16,2,1.05,Denmark,7.91,4.14,73.72,1.45,37.5,0.06,0.07,0.51,4.8,5.8,0.24,4,0.12,0,0,0.91,0.03,1,0.03,0,0,0,2,0.06,50,50,0.06,0.88,51.72,0.6,70,1.99,50,0.21,1.24,0.09,46.03,0.97,0.42,60.31,89.38,22.56,82.06,4.86,94.41,26.64,95.01,5.65,56.15,20.67,36.31,0.03,0.51,0.06,0,0.03,0,0.15,8.61,78.25,1.3,48.84,0.57,21.05,0.3,0.42,10.36,76.68,0,,0,,0,0,0,0,,,1.78,,
P. Pentz,Brøndby,Brøndby,GK,28,2967,0,0,0,0,Austria,1.33,0.06,100,0.55,100,0,0,0,1.27,1.59,0,1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,100,0,0,0,20.11,0.27,0.15,29.88,88.22,14.5,78.45,0.06,50,13.53,97.53,9.89,68.71,28.08,44.16,0,0,0.03,0,0,0,0,1.58,48.08,0.09,33.33,0.18,50,0.03,0,6.31,68.27,44,1.33,124,3.76,8,64.52,37.69,1.14,-6.31,-0.191,0.03,1.49,0.55
V. Müller,AaB,AaB,GK,25,2962,0,0,0,0,Germany,1.98,0.18,66.67,0.46,100,0.03,0.03,0.03,1.82,2.08,0,1,0.03,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,100,0.21,100,0,0,0,18.32,0.21,0.21,29.02,89.32,13.04,77.86,0,0,14.16,98.71,7.11,59.83,26.59,46.29,0,0,0,0,0.03,100,0,1.31,32.56,0.06,0,0.06,50,0,0,5.32,68,62,1.88,164,4.98,4,62.2,49.48,1.5,-12.52,-0.38,0,1.09,0.46
A. Hansen,Nordsjælland,Nordsjælland,GK,29,2948,0,0,0,0,Denmark,1.95,0.15,80,0.52,94.12,0.03,0.04,0,1.8,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,50,0,0,0,18.84,0.21,0.06,26.96,94.34,10.87,86.8,0,0,13.98,99.56,3.76,65.04,23.14,39.82,0,0,0,0,0,0,0,0.76,40,0.09,33.33,0.03,0,0.03,0,2.84,66.67,53,1.62,128,3.91,5,58.59,39.88,1.22,-13.12,-0.401,0,1.19,0.52
P. Mortensen,AGF,AGF,CF,35,2938,20,16.9,0,0.9,Denmark,2.7,2.02,43.94,5.58,43.41,0.15,0.2,0.09,1.65,2.18,1.23,2,0.06,0,0,1.29,0.61,17,0.52,0.52,6,0.18,65,1.99,56.92,30.769,0,0.21,0,0.37,41.67,3.16,24.27,2.94,0.03,0,7.35,0.77,0.8,10.14,74.62,2.24,60.27,2.88,87.23,2.33,76.32,0.46,40,13.89,9.64,0.03,0.4,0,0,0.03,0,0.09,1.01,60.61,0.31,40,0.03,0,0.46,0.03,1.1,55.56,0,,0,,0,0,0,0,,,0.06,,
K. Jørgensen,LASK,AaB,"RB, RCB",25,2914,4,4.05,2,1.82,Denmark,7.84,4.82,65.38,2.44,53.16,0.53,0.59,0.49,4.17,4.67,0.46,4,0.12,0,0,2.44,0.12,3,0.09,0.13,0,0,45,1.39,24.44,8.889,0.06,4.32,33.57,0.99,65.63,2.87,49.46,2.16,1.98,0.49,32.55,2.75,0.62,41.42,76.29,12.45,63.03,7.51,97.12,15.91,78.06,5.25,49.41,21.71,39.28,0.06,0.65,0.03,0,0.09,0,0.31,5.56,62.22,3.46,41.96,0.31,10,0.46,1.39,8.31,72.49,0,,0,,0,0,0,0,,,1.39,,
M. Emil Madsen,AGF,AGF,LCMF,27,2863,5,4.75,1,3.16,Denmark,7.23,5.41,64.53,2.58,42.68,0.25,0.33,0.06,3.49,4.64,0.85,4,0.13,1,0.03,1.98,0.16,5,0.16,0.15,1,0.03,41,1.29,41.46,12.195,0.03,1.45,34.78,1.67,52.83,7.1,46.02,2.77,0.97,0.13,25.21,0.38,1.16,36.59,84.97,8.9,73.5,9.71,96.12,11.1,86.4,1.48,44.68,16.59,28.59,0.1,0.75,0.16,0,0.16,40,0.25,3.08,67.35,1.85,61.02,0.19,16.67,1.16,0.47,3.93,73.6,0,,0,,0,0,0,0,,,0.44,,
T. Adamsen,Silkeborg,Silkeborg,CF,30,2837,15,14.31,4,6.96,Denmark,2.98,2.41,55.26,1.9,43.33,0.32,0.36,0.1,1.33,1.5,0.54,2,0.06,0,0,3.46,0.48,10,0.32,0.45,0,0,81,2.57,46.91,18.519,0.13,0.98,41.94,3.3,47.12,9.42,31.31,3.49,2.13,0.29,23.54,1.81,0.82,29.15,78.24,7.33,58.87,6.5,92.2,8.98,82.69,2.19,62.32,16.54,36.65,0.22,1.36,0.16,0.1,0.54,52.94,0.6,3.46,66.97,2.95,56.99,0.63,30,1.87,0.41,3.74,77.97,0,,0,,0,0,0,0,,,0.06,,
F. Tingager,AGF,AGF,CB,32,2826,2,2.84,0,0.29,Denmark,8.92,6.5,79.9,6.53,54.63,0,0,0.51,3.73,4.92,0.45,0,0,0,0,0.48,0.06,2,0.06,0.09,2,0.06,16,0.51,43.75,12.5,0,0.06,50,0.32,60,1.69,47.17,0.7,1.02,0,48.12,0.16,0.54,63.82,90.32,19.43,77.54,3.5,96.36,35.83,97.16,7.45,55.98,22.49,42.72,0.01,0.06,0.03,0.03,0.06,50,0,7.48,64.68,0.7,22.73,0.19,0,0.16,0.03,9.14,74.22,0,,0,,0,0,0,0,,,2.71,,
P. Ankersen,Nordsjælland,Nordsjælland,RB,34,2822,3,3.6,3,2.68,Denmark,5.96,4.78,56.67,1.59,46,0.1,0.13,0.32,3.16,4.37,0.61,9,0.29,0,0,2.23,0.1,3,0.1,0.11,1,0.03,36,1.15,44.44,8.333,0.1,3.38,31.13,1.34,47.62,3.57,39.29,1.82,1.31,0.32,55.68,3.57,0.8,64.58,84.74,14.89,68.52,14.26,96.64,24.17,86.81,5.07,44.65,18.36,35.94,0.09,0.7,0.03,0.03,0.22,14.29,0.51,7.34,63.04,3.35,38.1,1.05,33.33,0.77,0.96,9.09,74.39,0,,0,,0,0,0,0,,,0.67,,
