Jugador,Equipo,Equipo durante el período seleccionado,Posición específica,Edad,Minutos jugados,Goles,xG,Asistencias,xA,País de nacimiento,Acciones defensivas realizadas/90,Duelos defensivos/90,"Duelos defensivos ganados, %",Duelos aéreos en los 90,"Duelos aéreos ganados, %",Entradas/90,Posesión conquistada después de una entrada,Tiros interceptados/90,Interceptaciones/90,Posesión conquistada después de una interceptación,Faltas/90,Tarjetas amarillas,Tarjetas amarillas/90,Tarjetas rojas,Tarjetas rojas/90,Acciones de ataque exitosas/90,Goles/90,Goles (excepto los penaltis),"Goles, excepto los penaltis/90",xG/90,Goles de cabeza,Goles de cabeza/90,Remates,Remates/90,"Tiros a la portería, %","Goles hechos, %",Asistencias/90,Centros/90,"Precisión centros, %",Regates/90,"Regates realizados, %",Duelos atacantes/90,"Duelos atacantes ganados, %",Toques en el área de penalti/90,Carreras en progresión/90,Aceleraciones/90,Pases recibidos /90,Pases largos recibidos/90,Faltas recibidas/90,Pases/90,"Precisión pases, %",Pases hacia adelante/90,"Precisión pases hacia adelante, %",Pases hacia atrás/90,"Precision pases hacia atrás, %",Pases laterales/90,"Precisión pases laterales, %",Pases largos/90,"Precisión pases largos, %","Longitud media pases, m","Longitud media pases largos, m",xA/90,Asistencias/90,Second assists/90,Third assists/90,Desmarques/90,"Precisión desmarques, %",Jugadas claves/90,Pases en el último tercio/90,"Precisión pases en el último tercio, %",Pases al área de penalti/90,"Pases hacía el área pequeña, %",Pases en profundidad/90,"Precisión pases en profundidad, %",Ataque en profundidad/90,Centros desde el último tercio/90,Pases progresivos/90,"Precisión pases progresivos, %",Goles recibidos,Goles recibidos/90,Remates en contra,Remates en contra/90,Porterías imbatidas en los 90,"Paradas, %",xG en contra,xG en contra/90,Goles evitados,Goles evitados/90,Pases hacía atrás recibidos del arquero/90,Salidas/90,Duelos aéreos en los 90
J. Alonzo,Cancún,Cancún,"RAMF, LW, RW",25,2407,3,3.62,1,1.82,Mexico,6.95,5.5,65.99,2.09,28.57,0.49,0.67,0.11,2.84,3.92,1.2,4,0.15,0,0,4.64,0.11,3,0.11,0.14,0,0,36,1.35,36.11,8.333,0.04,3.18,23.53,5.35,60.84,15.18,46.55,1.61,2.13,0.52,16.94,1.5,4.04,24.15,76.63,5.98,70,7.44,92.96,6.88,68.48,1.79,54.17,18.73,31.03,0.07,0.67,0.04,0,0.3,50,0.22,1.79,66.67,2.95,36.71,0.22,33.33,0.34,0.86,3.89,74.04,0,,0,,0,0,0,0,,,0.07,,
Á. Zapata,Querétaro,Dorados,"RCMF, LCMF",24,1183,0,0.48,1,0.27,Mexico,11.11,8.9,60.68,1.37,55.56,1.29,1.62,0.08,4.41,5.54,2.05,5,0.38,0,0,0.76,0,0,0,0.04,0,0,13,0.99,23.08,0,0.08,0.53,14.29,0.68,66.67,4.79,53.97,0.23,1.52,0.15,29.82,0.53,2.28,44.73,87.59,12.78,77.98,7.15,96.81,20.46,90.71,4.56,75,21.75,35.75,0.02,0.53,0,0.08,0,0,0.23,7.3,76.04,1.75,47.83,0.23,66.67,0.68,0.08,7.38,80.41,0,,0,,0,0,0,0,,,3.35,,
J. Venegas,Tepatitlán de Morelos,Tepatitlán de Morelos,"LCMF, RCMF, DMF",30,1467,0,0.22,0,0.24,Mexico,10.74,7.18,63.25,2.45,52.5,0.92,1.34,0.37,5.28,7.66,1.23,6,0.37,0,0,0.43,0,0,0,0.01,0,0,11,0.67,18.18,0,0,0.12,0,0.37,83.33,1.96,46.88,0,0.74,0.06,24.11,0.12,0.37,40.25,82.93,16.81,70.8,4.11,97.01,14.48,91.95,5.71,50.54,20.05,37.19,0.01,0.06,0.06,0,0.06,0,0.12,7.61,69.35,0.92,33.33,0.25,0,0.18,0,8.1,79.55,0,,0,,0,0,0,0,,,0.92,,
D. García,Tampico Madero,Tampico Madero,"RCB, LCB",24,3337,2,1.29,0,0.15,Mexico,8.82,6.31,75.64,3.21,58.82,0.19,0.23,0.46,3.86,4.69,0.92,4,0.11,0,0,0.32,0.05,2,0.05,0.03,1,0.03,11,0.3,36.36,18.182,0,0.13,20,0.38,50,2.13,41.77,0.38,1.43,0.19,21.2,0.51,0.43,34.2,85.02,13.89,73.2,3.67,95.59,12.92,93.53,4.26,48.1,20.78,35.64,0,0.16,0,0,0,0,0,3.96,71.43,0.3,18.18,0.13,40,0.08,0.03,6.74,68.4,0,,0,,0,0,0,0,,,2.27,,
A. Escoboza,Tampico Madero,Tampico Madero,"LW, RW, CF",32,1198,2,1.67,1,2.06,Mexico,3.76,3.01,57.5,1.73,21.74,0.3,0.34,0,1.73,1.97,0.53,3,0.23,0,0,3.38,0.15,2,0.15,0.13,0,0,19,1.43,26.32,10.526,0.08,3.08,39.02,3.23,53.49,7.96,37.74,1.5,1.95,0.3,17.28,2.63,1.35,24.87,65.56,6.99,55.91,4.21,92.86,8.49,61.95,2.78,43.24,19.86,31.25,0.15,1.13,0.08,0.08,0.3,25,0.23,4.58,62.3,3.46,45.65,0.45,16.67,0.45,1.28,4.96,75.76,0,,0,,0,0,0,0,,,0,,
J. Cortés,Dorados,Dorados,"RCMF, LCMF, RDMF",24,1136,2,0.66,0,0.14,Mexico,10.7,7.61,62.5,2.69,52.94,0.16,0.19,0.32,5.78,7.09,1.98,5,0.4,0,0,0.63,0.16,2,0.16,0.05,1,0.08,12,0.95,25,16.667,0,0.63,25,0.71,33.33,3.01,31.58,0.71,0.08,0,25.27,0.32,0.63,36.52,83.51,13.23,71.26,4.99,98.41,12.28,90.97,2.77,40,17.68,25.71,0.01,0.24,0,0,0,0,0,6.26,73.42,0.71,33.33,0.08,0,0.32,0.16,6.02,75,0,,0,,0,0,0,0,,,0.63,,
W. Ortega,Atlético Morelia,Atlético Morelia,"RB, RCB",24,2626,1,1.64,3,3.54,Mexico,8.71,7.09,67.63,0.99,44.83,0.14,0.2,0.34,3.77,5.37,1.03,6,0.21,0,0,1.92,0.03,1,0.03,0.06,0,0,21,0.72,23.81,4.762,0.1,1.95,42.11,1.37,65,4.66,44.12,0.89,1.71,0.38,24.81,1.03,0.65,34.31,82.72,11.86,76.59,5,95.21,11.21,82.57,2.88,46.43,18.58,36.41,0.12,0.99,0.03,0,0.17,20,0.48,4.8,70.71,2.26,42.42,0.34,0,0.55,0.72,6.55,79.58,0,,0,,0,0,0,0,,,0.72,,
S. Manríquez,Celaya,Celaya,"LB, LCB",25,2347,0,1.25,0,0.85,Mexico,8.63,6.48,63.91,2.53,68.18,0.88,1.24,0.27,3.6,5.06,1.34,5,0.19,1,0.04,1.88,0,0,0,0.05,0,0,21,0.81,14.29,0,0,2.53,25.76,1.76,63.04,3.53,47.83,1.27,1.57,0.19,24.85,1.38,0.65,34.78,78.83,13.77,71.03,5.56,95.17,11.01,83.97,4.14,54.63,21.18,36.07,0.03,0.35,0.04,0,0,0,0.15,4.1,65.42,2.11,32.73,0.12,33.33,0.23,0.69,7.9,72.82,0,,0,,0,0,0,0,,,1.07,,
M. Trejo,Venados,Venados,"LCB, RB",26,2440,2,0.95,0,0.31,Mexico,6.82,4.24,60,3.39,56.52,0.3,0.37,0.48,3.98,4.98,0.74,7,0.26,0,0,0.41,0.07,2,0.07,0.03,2,0.07,11,0.41,27.27,18.182,0,0.44,41.67,0.18,60,1.4,26.32,0.55,0.41,0.07,18.96,0.63,0.22,29.14,80.38,13.39,68.32,2.66,95.83,10.92,91.22,5.16,50.71,23.55,37.42,0.01,0.15,0.04,0.04,0,0,0.04,4.43,50,0.7,31.58,0.15,50,0.15,0.11,6.01,70.55,0,,0,,0,0,0,0,,,1.33,,
C. González,Tlaxcala,Tlaxcala,"RB, LB",27,1762,1,0.53,3,2.6,Mexico,6.03,6.08,62.18,1.23,37.5,0.2,0.26,0.05,2.04,2.59,1.33,9,0.46,1,0.05,3.88,0.05,1,0.05,0.03,0,0,21,1.07,14.29,4.762,0.15,3.52,36.23,4.34,56.47,8.12,42.77,0.66,2.55,0.31,21.86,1.23,0.41,30.95,74.09,11.03,71.76,4.95,92.78,10.78,71.56,5.57,55.05,23.09,42.25,0.13,1.28,0.05,0,0,0,0.46,5.72,65.18,3.58,51.43,0.77,33.33,0.77,1.48,8.02,74.52,0,,0,,0,0,0,0,,,0.51,,
